Date,Couleur,Resultat,Methode,Mon_elo,Elo_adversaire,Type_partie,Ouverture,Annee,Mois,Jour_semaine,Heure,Diff_elo,Ouverture_principale
2025-10-21 23:12:05,Blancs,Victoire,Échec et mat,803,794,rapid,Kings Pawn Opening Kings Knight Variation,2025,10,Tuesday,23,9,Kings Pawn
2025-10-21 23:23:18,Noirs,Victoire,Abandon,810,771,rapid,Sicilian Defense,2025,10,Tuesday,23,39,Sicilian Defense
2025-10-21 23:30:53,Noirs,Victoire,Abandon,818,808,rapid,Sicilian Defense,2025,10,Tuesday,23,10,Sicilian Defense
2025-10-22 11:23:51,Blancs,Victoire,Partie abandonnée,826,792,rapid,Van t Kruijs Opening 1...e5,2025,10,Wednesday,11,34,Van t
2025-10-22 12:28:10,Blancs,Victoire,Échec et mat,522,507,blitz,Englund Gambit 2.dxe5 Nc6,2025,10,Wednesday,12,15,Englund Gambit
2025-10-22 12:33:53,Noirs,Victoire,Partie abandonnée,530,499,blitz,Queens Pawn Opening 1...d5 2.e3 c5,2025,10,Wednesday,12,31,Queens Pawn
2025-10-22 12:40:55,Noirs,Nulle,Temps (matériel insuffisant),530,527,blitz,Sicilian Defense Open 3...cxd4 4.Nxd4 d6,2025,10,Wednesday,12,3,Sicilian Defense
2025-10-22 15:30:51,Blancs,Victoire,Échec et mat,834,815,rapid,Slav Defense 3.Nc3 Nf6 4.Bg5,2025,10,Wednesday,15,19,Slav Defense
2025-10-22 15:46:54,Noirs,Victoire,Temps écoulé,842,826,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,10,Wednesday,15,16,Sicilian Defense
2025-10-22 17:47:42,Blancs,Défaite,Abandon,834,847,rapid,Queens Gambit Declined Chigorin Janowski Variation 4...Bg4,2025,10,Wednesday,17,-13,Queens Gambit
2025-10-22 17:53:17,Blancs,Victoire,Échec et mat,842,839,rapid,Queens Gambit Declined Marshall Defense 3.Nc3,2025,10,Wednesday,17,3,Queens Gambit
2025-10-22 18:20:54,Noirs,Défaite,Échec et mat,834,836,rapid,Queens Pawn Opening Accelerated London System 2...e6 3.e3,2025,10,Wednesday,18,-2,Queens Pawn
2025-10-23 00:28:22,Blancs,Défaite,Partie abandonnée,827,866,rapid,Dutch Defense Classical Rubinstein Variation 3...Bb4,2025,10,Thursday,0,-39,Dutch Defense
2025-10-23 00:38:05,Noirs,Défaite,Abandon,819,825,rapid,Sicilian Defense,2025,10,Thursday,0,-6,Sicilian Defense
2025-10-23 13:28:32,Blancs,Défaite,Abandon,811,832,rapid,Van t Kruijs Opening 1...e5,2025,10,Thursday,13,-21,Van t
2025-10-23 18:16:10,Noirs,Victoire,Abandon,819,821,rapid,Birds Opening,2025,10,Thursday,18,-2,Birds Opening
2025-10-23 18:57:14,Blancs,Victoire,Échec et mat,827,804,rapid,Queens Pawn Opening Mikenas Defense 2.c4 e5 3.d5,2025,10,Thursday,18,23,Queens Pawn
2025-10-23 19:06:32,Noirs,Victoire,Échec et mat,835,810,rapid,Queens Gambit Declined Queens Knight Variation,2025,10,Thursday,19,25,Queens Gambit
2025-10-23 21:49:26,Blancs,Victoire,Échec et mat,843,846,rapid,Owens Defense 2.d4 Bb7 3.Nc3 e6,2025,10,Thursday,21,-3,Owens Defense
2025-10-23 22:00:23,Noirs,Défaite,Échec et mat,835,854,rapid,Nimzowitsch Larsen Attack Classical Variation 2.e3 Nf6 3.Bb2,2025,10,Thursday,22,-19,Nimzowitsch Larsen
2025-10-23 22:02:57,Blancs,Victoire,Échec et mat,843,846,rapid,Owens Defense 2.d4 Bb7,2025,10,Thursday,22,-3,Owens Defense
2025-10-24 00:46:40,Blancs,Victoire,Abandon,851,830,rapid,Nimzo Indian Defense Classical Noa Variation 5.cxd5 exd5 6.Bg5,2025,10,Friday,0,21,Nimzo Indian
2025-10-24 00:49:22,Noirs,Victoire,Échec et mat,538,509,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,10,Friday,0,29,Sicilian Defense
2025-10-24 00:52:23,Blancs,Défaite,Abandon,530,566,blitz,Kings Indian Defense Smyslov Variation 4...O O 5.e3,2025,10,Friday,0,-36,Kings Indian
2025-10-24 00:54:35,Noirs,Victoire,Partie abandonnée,539,545,blitz,Sicilian Defense,2025,10,Friday,0,-6,Sicilian Defense
2025-10-24 01:04:52,Noirs,Défaite,Échec et mat,843,842,rapid,Polish Opening 1...e5 2.Bb2,2025,10,Friday,1,1,Polish Opening
2025-10-24 09:58:57,Blancs,Défaite,Échec et mat,835,865,rapid,Queens Gambit Declined Baltic Defense 3.Nc3,2025,10,Friday,9,-30,Queens Gambit
2025-10-24 10:00:58,Noirs,Victoire,Partie abandonnée,547,511,blitz,Queens Gambit Accepted 3.Nf3 Nf6 4.e3 e6 5.Bxc4,2025,10,Friday,10,36,Queens Gambit
2025-10-24 10:02:00,Blancs,Victoire,Partie abandonnée,555,550,blitz,Ruy Lopez Opening,2025,10,Friday,10,5,Ruy Lopez
2025-10-24 10:08:17,Noirs,Défaite,Échec et mat,547,582,blitz,Vienna Game Falkbeer Variation,2025,10,Friday,10,-35,Vienna Game
2025-10-24 10:10:04,Noirs,Victoire,Partie abandonnée,555,529,blitz,Closed Sicilian Defense 2...e6 3.d3 Nc6,2025,10,Friday,10,26,Closed Sicilian
2025-10-24 11:25:24,Blancs,Victoire,Échec et mat,843,836,rapid,Slav Defense 3.Nc3 Nf6 4.Bg5,2025,10,Friday,11,7,Slav Defense
2025-10-24 12:56:42,Noirs,Victoire,Temps écoulé,851,849,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,10,Friday,12,2,Sicilian Defense
2025-10-24 13:09:44,Blancs,Défaite,Échec et mat,843,874,rapid,Old Benoni Defense Benoni Indian Defense 3.Nc3 e6 4.e4,2025,10,Friday,13,-31,Old Benoni
2025-10-24 14:02:49,Blancs,Victoire,Échec et mat,851,838,rapid,Slav Defense Slav Gambit Alekhine Attack 4...b5,2025,10,Friday,14,13,Slav Defense
2025-10-24 14:51:50,Noirs,Défaite,Échec et mat,547,557,blitz,Sicilian Defense 2.Nf3 d6 3.Nc3 e5,2025,10,Friday,14,-10,Sicilian Defense
2025-10-24 14:57:42,Blancs,Défaite,Abandon,539,535,blitz,Kings Pawn Opening Kings Knight Variation,2025,10,Friday,14,4,Kings Pawn
2025-10-24 15:21:03,Noirs,Victoire,Abandon,547,539,blitz,Sicilian Defense,2025,10,Friday,15,8,Sicilian Defense
2025-10-24 15:37:15,Noirs,Victoire,Échec et mat,851,822,rapid,Sicilian Defense Open...4.Nxd4 d6 5.Nc3 e5 6.Nf3,2025,10,Friday,15,29,Sicilian Defense
2025-10-24 15:47:25,Blancs,Victoire,Échec et mat,851,822,rapid,Dutch Defense Queens Knight Variation 3...g6,2025,10,Friday,15,29,Dutch Defense
2025-10-27 12:43:16,Blancs,Défaite,Abandon,843,863,rapid,Queens Gambit Accepted Central Variation McDonnell Defense,2025,10,Monday,12,-20,Queens Gambit
2025-10-27 12:50:46,Blancs,Victoire,Abandon,851,845,rapid,Queens Gambit Declined Exchange Positional Line 5...c6 6.e3 h6,2025,10,Monday,12,6,Queens Gambit
2025-10-27 13:01:15,Noirs,Défaite,Abandon,843,854,rapid,Sicilian Defense McDonnell Attack 2...Nc6 3.Nf3 e6,2025,10,Monday,13,-11,Sicilian Defense
2025-10-27 14:26:45,Blancs,Défaite,Échec et mat,835,843,rapid,Queens Gambit Declined Queens Knight Variation 3...dxc4 4.e4,2025,10,Monday,14,-8,Queens Gambit
2025-10-27 15:38:20,Noirs,Victoire,Échec et mat,843,813,rapid,Sicilian Defense,2025,10,Monday,15,30,Sicilian Defense
2025-10-27 15:41:50,Blancs,Défaite,Abandon,835,834,rapid,Queens Gambit Declined Modern Variation 4...Bb4,2025,10,Monday,15,1,Queens Gambit
2025-10-27 21:59:41,Blancs,Défaite,Abandon,827,847,rapid,Kings Indian Defense Smyslov Variation 4...O O 5.e3 d6,2025,10,Monday,21,-20,Kings Indian
2025-10-28 00:04:00,Noirs,Défaite,Abandon,819,836,rapid,Van Geet Opening 1...d5,2025,10,Tuesday,0,-17,Van Geet
2025-10-28 11:07:08,Noirs,Victoire,Abandon,827,822,rapid,Sicilian Defense Open...4.Nxd4 d6 5.Nc3 e5,2025,10,Tuesday,11,5,Sicilian Defense
2025-10-28 11:14:43,Blancs,Victoire,Abandon,835,804,rapid,Queens Gambit Declined Queens Knight Variation 3...dxc4,2025,10,Tuesday,11,31,Queens Gambit
2025-10-28 11:42:52,Blancs,Victoire,Échec et mat,835,2008,rapid,Undefined,2025,10,Tuesday,11,-1173,Undefined
2025-10-28 11:54:03,Noirs,Défaite,Abandon,835,2008,rapid,Slav Defense Modern Line 3...Nf6 4.g3 dxc4,2025,10,Tuesday,11,-1173,Slav Defense
2025-10-28 11:59:51,Blancs,Victoire,Abandon,835,2008,rapid,Alapin Sicilian Defense Barmen Defense 4.d4 Nf6 5.Nf3 e6 6.Be2,2025,10,Tuesday,11,-1173,Alapin Sicilian
2025-10-28 16:21:42,Noirs,Défaite,Abandon,827,850,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,10,Tuesday,16,-23,Sicilian Defense
2025-10-28 16:28:16,Blancs,Victoire,Échec et mat,835,808,rapid,Queens Gambit Declined Chigorin Janowski Variation,2025,10,Tuesday,16,27,Queens Gambit
2025-10-28 16:43:40,Noirs,Victoire,Abandon,843,833,rapid,Sicilian Defense Open 3...cxd4 4.Nxd4 d6,2025,10,Tuesday,16,10,Sicilian Defense
2025-10-28 18:34:41,Blancs,Victoire,Temps écoulé,550,519,bullet,Queens Gambit Accepted Old Variation 3...Nf6 4.Bxc4 e6 5.Nc3,2025,10,Tuesday,18,31,Queens Gambit
2025-10-28 18:36:56,Noirs,Victoire,Temps écoulé,581,551,bullet,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...a6 4.Bxc6 bxc6,2025,10,Tuesday,18,30,Sicilian Defense
2025-10-28 18:39:09,Blancs,Défaite,Temps écoulé,551,568,bullet,Kings Pawn Opening Leonardis Variation 2...Nf6 3.Nf3,2025,10,Tuesday,18,-17,Kings Pawn
2025-10-28 18:42:11,Noirs,Défaite,Temps écoulé,524,546,bullet,Caro Kann Defense 2.Nf3,2025,10,Tuesday,18,-22,Caro Kann
2025-10-28 18:42:56,Blancs,Victoire,Abandon,549,533,bullet,Englund Gambit 2.dxe5 Nc6,2025,10,Tuesday,18,16,Englund Gambit
2025-10-28 18:44:34,Noirs,Défaite,Échec et mat,528,576,bullet,Queens Pawn Opening Zukertort Variation 2...e6 3.Bf4,2025,10,Tuesday,18,-48,Queens Pawn
2025-10-28 19:07:30,Noirs,Défaite,Temps écoulé,507,546,bullet,Richter Veresov Attack Classical Defense 4...Be7,2025,10,Tuesday,19,-39,Richter Veresov
2025-10-28 19:10:49,Blancs,Défaite,Abandon,539,543,blitz,Queens Gambit Declined Queens Knight Variation 3...Bb4,2025,10,Tuesday,19,-4,Queens Gambit
2025-10-28 19:14:10,Noirs,Victoire,Abandon,547,539,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,10,Tuesday,19,8,Sicilian Defense
2025-10-28 19:21:08,Blancs,Victoire,Temps écoulé,556,562,blitz,Queens Gambit Accepted 3.Nc3 Nf6,2025,10,Tuesday,19,-6,Queens Gambit
2025-10-28 19:31:48,Blancs,Défaite,Abandon,843,2007,rapid,Ruy Lopez Opening Old Steinitz Defense 4.O O,2025,10,Tuesday,19,-1164,Ruy Lopez
2025-10-28 19:42:19,Noirs,Victoire,Échec et mat,843,2007,rapid,Dutch Defense Queens Knight Ozols Variation 5.e3 O O 6.Be2 d6 7.O O,2025,10,Tuesday,19,-1164,Dutch Defense
2025-10-28 19:59:32,Noirs,Défaite,Abandon,843,1947,rapid,Queens Gambit Declined Modern Variation 4...Be7 5.Nf3 h6 6.Bh4,2025,10,Tuesday,19,-1104,Queens Gambit
2025-10-28 20:13:46,Blancs,Victoire,Échec et mat,843,1947,rapid,Queens Pawn Opening Pseudo Catalan Variation 3...Bf5 4.Bg2 e6 5.O O,2025,10,Tuesday,20,-1104,Queens Pawn
2025-10-28 21:04:03,Noirs,Victoire,Échec et mat,556,1066,blitz,French Defense Advance Paulsen Milner Barry Gambit 6...cxd4 7.cxd4 Bd7,2025,10,Tuesday,21,-510,French Defense
2025-10-28 21:11:32,Blancs,Victoire,Échec et mat,556,1004,blitz,Scotch Game 3...exd4 4.Nxd4 d6 5.Nc3,2025,10,Tuesday,21,-448,Scotch Game
2025-10-28 21:19:42,Blancs,Défaite,Abandon,556,2404,blitz,Reti Opening Dutch Variation...4.O O Bg7 5.d4 O O,2025,10,Tuesday,21,-1848,Reti Opening
2025-10-29 11:39:26,Blancs,Victoire,Abandon,526,474,bullet,Englund Gambit,2025,10,Wednesday,11,52,Englund Gambit
2025-10-29 11:41:30,Noirs,Défaite,Échec et mat,508,545,bullet,English Opening Anglo Indian Queens Knight Variation 2...c6 3.e4 e5 4.Nf3,2025,10,Wednesday,11,-37,English Opening
2025-10-29 11:45:29,Noirs,Défaite,Abandon,548,564,blitz,French Defense Classical Steinitz Variation,2025,10,Wednesday,11,-16,French Defense
2025-10-29 11:51:15,Blancs,Victoire,Échec et mat,556,543,blitz,Queens Gambit Declined Queens Knight Variation 3...Bb4 4.Nf3 dxc4,2025,10,Wednesday,11,13,Queens Gambit
2025-10-29 12:13:49,Blancs,Défaite,Abandon,547,540,blitz,Englund Gambit,2025,10,Wednesday,12,7,Englund Gambit
2025-10-29 16:50:44,Noirs,Victoire,Temps écoulé,527,507,bullet,Sicilian Defense Bowdler Attack 2...e6,2025,10,Wednesday,16,20,Sicilian Defense
2025-10-29 16:53:13,Noirs,Victoire,Temps écoulé,544,521,bullet,Reti Opening 1...d5 2.e3,2025,10,Wednesday,16,23,Reti Opening
2025-10-29 16:57:21,Blancs,Victoire,Temps écoulé,560,528,bullet,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,10,Wednesday,16,32,Sicilian Defense
2025-10-30 18:44:27,Blancs,Défaite,Partie abandonnée,835,849,rapid,Italian Game 3...d6,2025,10,Thursday,18,-14,Italian Game
2025-10-30 20:01:09,Noirs,Victoire,Temps écoulé,843,844,rapid,Sicilian Defense,2025,10,Thursday,20,-1,Sicilian Defense
2025-10-31 13:22:46,Noirs,Défaite,Abandon,835,859,rapid,Sicilian Defense 2.d3 d6,2025,10,Friday,13,-24,Sicilian Defense
2025-10-31 15:28:49,Blancs,Victoire,Temps écoulé,555,559,blitz,Scandinavian Defense 2.e5,2025,10,Friday,15,-4,Scandinavian Defense
2025-10-31 15:33:42,Blancs,Victoire,Échec et mat,563,535,blitz,Queens Gambit Declined Albin Countergambit,2025,10,Friday,15,28,Queens Gambit
2025-11-03 16:03:56,Blancs,Victoire,Abandon,571,556,blitz,Semi Slav Defense Anti Meran Anti Moscow Gambit...7.e4 g5 8.Bg3 b5,2025,11,Monday,16,15,Semi Slav
2025-11-03 16:07:10,Noirs,Victoire,Abandon,579,567,blitz,Sicilian Defense French Variation 3.Nc3 Nc6,2025,11,Monday,16,12,Sicilian Defense
2025-11-03 16:13:02,Noirs,Défaite,Abandon,571,607,blitz,Kings Fianchetto Opening 1...e5 2.Bg2 d5,2025,11,Monday,16,-36,Kings Fianchetto
2025-11-04 09:04:53,Noirs,Victoire,Temps écoulé,579,552,blitz,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,2025,11,Tuesday,9,27,Sicilian Defense
2025-11-04 09:07:28,Blancs,Défaite,Abandon,571,604,blitz,Queens Pawn Opening English Defense 3.Nc3 Bb4 4.e4 Bb7,2025,11,Tuesday,9,-33,Queens Pawn
2025-11-04 09:19:56,Noirs,Victoire,Temps écoulé,578,540,blitz,Sicilian Defense Old Sicilian Variation 3.d3 d6,2025,11,Tuesday,9,38,Sicilian Defense
2025-11-04 09:23:29,Blancs,Défaite,Échec et mat,570,600,blitz,Queens Gambit Accepted 3.Nc3 Nf6,2025,11,Tuesday,9,-30,Queens Gambit
2025-11-04 22:01:45,Noirs,Défaite,Échec et mat,562,583,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,11,Tuesday,22,-21,Sicilian Defense
2025-11-04 22:05:46,Noirs,Victoire,Échec et mat,570,565,blitz,Queens Gambit Declined Exchange Variation 4...exd5,2025,11,Tuesday,22,5,Queens Gambit
2025-11-04 22:11:08,Blancs,Défaite,Échec et mat,562,584,blitz,Semi Slav Defense Anti Meran Gambit 5...h6 6.Bxf6 Qxf6 7.e3,2025,11,Tuesday,22,-22,Semi Slav
2025-11-05 11:22:12,Blancs,Victoire,Temps écoulé,570,565,blitz,Queens Gambit Declined Queens Knight Variation 3...dxc4,2025,11,Wednesday,11,5,Queens Gambit
2025-11-05 11:29:52,Blancs,Défaite,Abandon,562,572,blitz,Center Game,2025,11,Wednesday,11,-10,Center Game
2025-11-05 12:17:59,Noirs,Défaite,Abandon,554,557,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,2025,11,Wednesday,12,-3,Sicilian Defense
2025-11-05 12:31:40,Blancs,Défaite,Échec et mat,826,819,rapid,Queens Gambit Declined Modern Knight Defense...8.Bd3 O O 9.Qc2 h6,2025,11,Wednesday,12,7,Queens Gambit
2025-11-06 12:13:42,Noirs,Défaite,Abandon,546,560,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,11,Thursday,12,-14,Sicilian Defense
2025-11-06 12:16:56,Blancs,Défaite,Abandon,538,559,blitz,Queens Gambit Declined Queens Knight Variation 3...Bb4,2025,11,Thursday,12,-21,Queens Gambit
2025-11-06 16:57:48,Blancs,Défaite,Abandon,818,839,rapid,Kings Indian Defense Smyslov Variation 4...d6,2025,11,Thursday,16,-21,Kings Indian
2025-11-07 10:30:28,Noirs,Victoire,Abandon,546,548,blitz,Sicilian Defense French Variation,2025,11,Friday,10,-2,Sicilian Defense
2025-11-07 10:32:33,Noirs,Défaite,Abandon,538,551,blitz,Queens Pawn Opening Chigorin Variation 2...Nf6 3.Bf4 e6,2025,11,Friday,10,-13,Queens Pawn
2025-11-07 12:11:34,Noirs,Victoire,Abandon,826,818,rapid,Sicilian Defense McDonnell Attack 2...Nc6 3.d3 g6,2025,11,Friday,12,8,Sicilian Defense
2025-11-07 12:20:10,Blancs,Victoire,Abandon,834,812,rapid,Old Indian Defense Czech Variation,2025,11,Friday,12,22,Old Indian
2025-11-07 12:33:13,Blancs,Victoire,Abandon,842,846,rapid,Slav Defense 3.Nc3 Nf6 4.Bg5,2025,11,Friday,12,-4,Slav Defense
2025-11-07 12:48:30,Blancs,Nulle,Matériel insuffisant,842,842,rapid,Queens Gambit Declined Chigorin Defense 3.Nc3 Nf6,2025,11,Friday,12,0,Queens Gambit
2025-11-08 00:23:01,Blancs,Victoire,Temps écoulé,545,507,blitz,Modern Defense 3.Nc3 Bg7 4.Nf3 Nc6,2025,11,Saturday,0,38,Modern Defense
2025-11-08 00:25:31,Noirs,Victoire,Échec et mat,552,500,blitz,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Bxc6 bxc6,2025,11,Saturday,0,52,Sicilian Defense
2025-11-08 00:31:44,Blancs,Victoire,Temps écoulé,559,493,blitz,Ruy Lopez Opening Berlin Defense 4.d3,2025,11,Saturday,0,66,Ruy Lopez
2025-11-08 00:35:34,Noirs,Victoire,Échec et mat,567,546,blitz,Sicilian Defense Taimanov Variation 5.Nxc6 bxc6,2025,11,Saturday,0,21,Sicilian Defense
2025-11-08 00:38:05,Noirs,Victoire,Abandon,575,485,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,11,Saturday,0,90,Sicilian Defense
2025-11-08 00:40:15,Noirs,Victoire,Abandon,583,561,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,2025,11,Saturday,0,22,Sicilian Defense
2025-11-08 12:15:01,Blancs,Victoire,Temps écoulé,590,554,blitz,English Defense 2.c4 Bb7 3.Nc3,2025,11,Saturday,12,36,English Defense
2025-11-08 12:17:55,Noirs,Défaite,Abandon,582,586,blitz,London System...4.e3 cxd4 5.exd4 Nc6 6.c3,2025,11,Saturday,12,-4,London System...4.e3
2025-11-08 12:22:06,Noirs,Défaite,Abandon,574,588,blitz,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,11,Saturday,12,-14,Sicilian Defense
2025-11-08 16:25:53,Blancs,Victoire,Abandon,582,571,blitz,Queens Gambit Accepted 3.Nc3,2025,11,Saturday,16,11,Queens Gambit
2025-11-08 16:48:35,Blancs,Défaite,Échec et mat,574,602,blitz,Ruy Lopez Opening Classical Defense 4.O O d6,2025,11,Saturday,16,-28,Ruy Lopez
2025-11-09 00:26:54,Noirs,Défaite,Abandon,566,583,blitz,Sicilian Defense,2025,11,Sunday,0,-17,Sicilian Defense
2025-11-09 00:33:01,Blancs,Victoire,Abandon,574,572,blitz,Petrovs Defense Classical Variation,2025,11,Sunday,0,2,Petrovs Defense
2025-11-09 00:42:26,Blancs,Victoire,Temps écoulé,582,549,blitz,Slav Defense Exchange Variation 3...cxd5 4.Nc3 Nf6,2025,11,Sunday,0,33,Slav Defense
2025-11-09 00:48:09,Noirs,Victoire,Temps écoulé,576,545,bullet,Sicilian Defense,2025,11,Sunday,0,31,Sicilian Defense
2025-11-09 13:02:13,Blancs,Victoire,Abandon,590,585,blitz,Queens Gambit Declined Queens Knight Variation,2025,11,Sunday,13,5,Queens Gambit
2025-11-09 13:07:56,Blancs,Victoire,Temps écoulé,598,566,blitz,Ruy Lopez Opening Cozio Defense 4.O O,2025,11,Sunday,13,32,Ruy Lopez
2025-11-09 13:14:02,Noirs,Victoire,Échec et mat,606,569,blitz,Queens Pawn Opening 1...d5,2025,11,Sunday,13,37,Queens Pawn
2025-11-09 13:16:41,Blancs,Victoire,Échec et mat,614,600,blitz,Slav Defense Slav Gambit Alekhine Attack 4...b5,2025,11,Sunday,13,14,Slav Defense
2025-11-09 13:20:52,Noirs,Défaite,Abandon,606,634,blitz,Queens Pawn Opening Zukertort Chigorin Variation 3.Bf4 Nf6 4.e3,2025,11,Sunday,13,-28,Queens Pawn
2025-11-09 13:58:48,Blancs,Défaite,Abandon,601,763,blitz,Benko Gambit,2025,11,Sunday,13,-162,Benko Gambit
2025-11-09 14:04:17,Blancs,Défaite,Abandon,598,850,blitz,Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3,2025,11,Sunday,14,-252,Caro Kann
2025-11-09 14:09:22,Noirs,Victoire,Abandon,602,403,blitz,Sicilian Defense 2.d3 Nc6,2025,11,Sunday,14,199,Sicilian Defense
2025-11-09 14:17:33,Noirs,Victoire,Échec et mat,607,469,blitz,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6,2025,11,Sunday,14,138,Nimzowitsch Larsen
2025-11-09 14:26:00,Blancs,Défaite,Échec et mat,602,768,blitz,Queens Gambit Accepted Central Variation Greco Variation,2025,11,Sunday,14,-166,Queens Gambit
2025-11-09 16:58:37,Noirs,Victoire,Abandon,854,1050,rapid,Queens Pawn Opening Accelerated London System,2025,11,Sunday,16,-196,Queens Pawn
2025-11-09 17:11:40,Blancs,Défaite,Échec et mat,845,820,rapid,Englund Gambit,2025,11,Sunday,17,25,Englund Gambit
2025-11-09 20:10:40,Noirs,Victoire,Partie abandonnée,610,582,blitz,Van t Kruijs Opening 1...d5,2025,11,Sunday,20,28,Van t
2025-11-09 20:15:38,Noirs,Défaite,Abandon,604,716,blitz,Alapin Sicilian Defense 2...Nc6 3.Nf3,2025,11,Sunday,20,-112,Alapin Sicilian
2025-11-10 11:16:25,Noirs,Victoire,Échec et mat,613,623,blitz,Caro Kann Defense 2.Nf3 d5 3.d3,2025,11,Monday,11,-10,Caro Kann
2025-11-10 11:24:57,Blancs,Défaite,Abandon,611,959,blitz,Queens Gambit Accepted Central Variation Alekhine System 4.Nc3 e5,2025,11,Monday,11,-348,Queens Gambit
2025-11-10 11:30:54,Noirs,Défaite,Échec et mat,601,545,blitz,Dutch Defense 2.Bf4,2025,11,Monday,11,56,Dutch Defense
2025-11-10 11:35:49,Blancs,Victoire,Échec et mat,607,457,blitz,Queens Gambit Declined Baltic Defense 3.Nc3,2025,11,Monday,11,150,Queens Gambit
2025-11-10 11:40:06,Blancs,Nulle,Répétition,610,726,blitz,Bishops Opening Berlin Defense 3.d3 Bc5 4.Nf3,2025,11,Monday,11,-116,Bishops Opening
2025-11-10 15:02:55,Noirs,Victoire,Abandon,855,905,rapid,Caro Kann Defense Advance Botvinnik Carls Defense 4.c3,2025,11,Monday,15,-50,Caro Kann
2025-11-10 15:09:29,Blancs,Victoire,Abandon,863,846,rapid,Slav Defense Modern Line 3...dxc4 4.Nc3,2025,11,Monday,15,17,Slav Defense
2025-11-10 15:19:46,Blancs,Victoire,Abandon,870,807,rapid,Petrovs Defense Three Knights Game,2025,11,Monday,15,63,Petrovs Defense
2025-11-10 15:27:57,Noirs,Défaite,Échec et mat,866,1070,rapid,Sicilian Defense Slow Variation...3.f4 g6 4.Nf3 Bg7 5.O O,2025,11,Monday,15,-204,Sicilian Defense
2025-11-10 18:07:16,Noirs,Défaite,Abandon,604,723,blitz,Queens Gambit Declined Semi Tarrasch Main Line Exchange Variation...7.bxc3 cxd4 8.cxd4 Nc6,2025,11,Monday,18,-119,Queens Gambit
2025-11-10 18:11:33,Blancs,Victoire,Abandon,613,636,blitz,Queens Gambit Declined Queens Knight Variation 3...dxc4 4.e4,2025,11,Monday,18,-23,Queens Gambit
2025-11-10 18:15:28,Blancs,Défaite,Abandon,606,673,blitz,Scandinavian Defense 2.e5,2025,11,Monday,18,-67,Scandinavian Defense
2025-11-10 18:22:02,Noirs,Défaite,Échec et mat,603,891,blitz,Alapin Sicilian Defense 2...Nc6 3.d4,2025,11,Monday,18,-288,Alapin Sicilian
2025-11-10 18:29:02,Noirs,Défaite,Échec et mat,603,873,blitz,Sicilian Defense French Variation 3.Nc3 Nc6 4.g3,2025,11,Monday,18,-270,Sicilian Defense
2025-11-10 18:32:02,Blancs,Défaite,Abandon,603,873,blitz,Kings Indian Defense Smyslov Variation 4...O O 5.Nf3,2025,11,Monday,18,-270,Kings Indian
2025-11-10 18:39:27,Noirs,Défaite,Temps écoulé,603,873,blitz,Sicilian Defense French Variation...5.Nc3 d5 6.exd5 exd5,2025,11,Monday,18,-270,Sicilian Defense
2025-11-10 18:43:46,Blancs,Défaite,Échec et mat,603,873,blitz,French Defense La Bourdonnais Variation,2025,11,Monday,18,-270,French Defense
2025-11-10 18:56:46,Noirs,Nulle,Pat,865,825,rapid,Sicilian Defense Open Dragon Fianchetto Variation...7.Bg2 O O 8.O O Nc6,2025,11,Monday,18,40,Sicilian Defense
2025-11-11 02:49:53,Blancs,Victoire,Échec et mat,865,975,rapid,Owens Defense 2.d4 Bb7 3.Nc3,2025,11,Tuesday,2,-110,Owens Defense
2025-11-11 02:57:28,Noirs,Défaite,Échec et mat,865,975,rapid,Undefined,2025,11,Tuesday,2,-110,Undefined
2025-11-11 03:03:21,Blancs,Défaite,Échec et mat,865,975,rapid,English Opening Kings English Variation 2.a3,2025,11,Tuesday,3,-110,English Opening
2025-11-11 14:13:25,Blancs,Nulle,Accord mutuel,599,441,blitz,Slav Defense 3.Nc3 Nf6 4.Bg5 e6,2025,11,Tuesday,14,158,Slav Defense
2025-11-11 14:20:41,Noirs,Victoire,Échec et mat,601,111,blitz,Queens Pawn Opening 1...d5,2025,11,Tuesday,14,490,Queens Pawn
